country,system_name,system_type,classification,year_inducted,tech_generation,max_speed_kmph,range_km,max_altitude_m,stealth_rating,ew_capability,payload_kg,reliability,cost_million_usd,threat_level,operational_status,combat_proven,description,image_url,wikipedia_url,fuel_efficiency,export_available,system_id
France,Tiger HAD Helicopter,Helicopter,Modern,2012,4.5,290,800,4000,3.5,7.0,1300,82,36.0,7.8,Active,True,"European attack helicopter. HOT3/Spike missiles, 30mm GIAT cannon. HAD (Support and Destruction) variant highly capable. Used in Mali, Central Africa.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Tiger_HAD_helicopter.jpg/320px-Tiger_HAD_helicopter.jpg,https://en.wikipedia.org/wiki/Airbus_Tiger,1.243,Yes,ADS_042
United Kingdom,Eurofighter Typhoon FGR4,Fighter_Aircraft,Modern,2003,4.5,2495,2900,19812,3.5,8.5,9000,88,124.0,8.8,Active,True,"Multinational 4.5-gen fighter. CAPTOR-E AESA radar, Meteor/AMRAAM. RAF operates 107. Used in Libya, Iraq, Syria. Proposed to India multiple times.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Eurofighter_EF-2000_Typhoon_in_flight_%28cropped%29.jpg/320px-Eurofighter_EF-2000_Typhoon_in_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Eurofighter_Typhoon,0.552,Yes,ADS_043
United Kingdom,F-35B Lightning (UK),Fighter_Aircraft,Modern,2018,5.0,1960,1670,15240,9.0,9.8,6800,85,135.0,9.3,Active,False,STOVL variant operates from HMS Queen Elizabeth carriers. UK operates 24 F-35B; scaling to 48. Forms centerpiece of UK Carrier Strike Group.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.864,Yes,ADS_044
United Kingdom,Sky Sabre (CAMM),SAM_System,Modern,2020,5.0,3700,25,10000,0.0,8.0,0,92,150.0,7.5,Active,False,Britain's most advanced ground-based air defence. Common Anti-Air Modular Missile. Replaced Rapier. Cold-launch canister means 360° engagement. Supplied to Poland.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Sky_Sabre_CAMM_launcher.jpg/320px-Sky_Sabre_CAMM_launcher.jpg,https://en.wikipedia.org/wiki/CAMM_(missile),0.888,No,ADS_045
Israel,F-35I Adir,Fighter_Aircraft,Modern,2017,5.0,1960,2220,15240,9.5,10.0,8160,92,110.0,9.8,Active,True,"World's most combat-experienced F-35. Israel modified AN/APG-81 with indigenous Israeli systems. First combat use globally. Used for strikes on Syria, Iraq, Iran-backed targets.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.494,No,ADS_046
Israel,Iron Dome,SAM_System,Modern,2011,4.5,2800,70,10000,0.0,8.0,0,90,100.0,8.0,Active,True,World-famous short-range air defence. 90%+ intercept rate. Has intercepted 3000+ rockets. Tamir interceptors ($50k each). US co-funded. Battle-tested in Gaza conflicts.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Iron_Dome_arrayed_2012.jpg/320px-Iron_Dome_arrayed_2012.jpg,https://en.wikipedia.org/wiki/Iron_Dome,0.968,Yes,ADS_047
Israel,Arrow-3 (Chetz-3),SAM_System,Modern,2017,5.5,14400,2400,100000,0.0,9.0,0,95,3000.0,9.5,Active,True,Exo-atmospheric interceptor for ballistic missiles. Hit-to-kill technology outside atmosphere. Intercepted Iranian missiles April 2024. Being offered to India.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Arrow_3_missile_system.jpg/320px-Arrow_3_missile_system.jpg,https://en.wikipedia.org/wiki/Arrow_3,1.28,Yes,ADS_048
Israel,Heron TP (IAI),UAV_Drone,Modern,2010,4.5,220,1500,14000,2.5,6.5,1000,92,35.0,7.0,Active,True,"Israel's strategic MALE UCAV. 52-hour endurance, 1000kg payload. SAR, EO/IR sensors. India leases and operates Heron TP for LAC surveillance and strike.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Heron_TP_UAV.jpg/320px-Heron_TP_UAV.jpg,https://en.wikipedia.org/wiki/IAI_Heron_TP,1.32,Yes,ADS_049
Israel,David's Sling,SAM_System,Modern,2017,5.0,7560,300,15000,0.0,9.5,0,93,1000.0,9.2,Active,True,Fills the gap between Iron Dome and Arrow. Stunner interceptor (hit-to-kill + fragmentation). Range 40-300km. Battle-tested against Iranian ballistic missile salvo in April 2024.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/David%27s_Sling_system.jpg/320px-David%27s_Sling_system.jpg,https://en.wikipedia.org/wiki/David%27s_Sling,0.777,Yes,ADS_050
Japan,F-35A (JASDF),Fighter_Aircraft,Modern,2019,5.0,1960,2220,15240,9.0,9.8,8160,88,135.0,9.5,Active,False,JASDF acquiring 147 F-35s (105 F-35A + 42 F-35B). Replaces aging F-15J fleet. Largest non-US F-35 customer. Primary deterrent against PLAAF and KPAAF.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.954,Yes,ADS_051
Japan,F-15J Kai (Modernized),Fighter_Aircraft,Traditional,1981,4.0,3017,4630,20000,2.5,6.5,10659,80,55.0,7.5,Active,False,"Japan-specific F-15. Upgraded with IRST, J/ALQ-2 EW. Being further upgraded to 'F-15JSI' standard with AESA radar. 155 in service. Main interceptor role.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/F-15EX_first_flight.jpg/320px-F-15EX_first_flight.jpg,https://en.wikipedia.org/wiki/McDonnell_Douglas_F-15_Eagle,0.665,Yes,ADS_052
Japan,PAC-3 MSE (JASDF),SAM_System,Modern,2019,5.0,8100,35,24000,0.0,8.5,0,95,4.0,8.8,Active,False,Japan's primary TBM defense system. Deployed at 6 JASDF bases. Upgraded to MSE (Missile Segment Enhancement) for extended range. Complemented by Aegis BMD ships.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Patriot_missile_launch_b.jpg/320px-Patriot_missile_launch_b.jpg,https://en.wikipedia.org/wiki/Patriot_missile_system,1.909,No,ADS_053
Australia,F-35A (RAAF),Fighter_Aircraft,Modern,2021,5.0,1960,2220,15240,9.0,9.8,8160,90,135.0,9.5,Active,False,Australia's next-gen fighter. 72 ordered. Replaces legacy Hornet. RAAF pilots training alongside USAF. Integrated into US-AU network-centric warfare framework.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/F-35A_flight_%28cropped%29.jpg/320px-F-35A_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Lockheed_Martin_F-35_Lightning_II,1.842,Yes,ADS_054
Australia,F/A-18F Super Hornet,Fighter_Aircraft,Modern,2010,4.5,1900,1275,15240,3.0,8.0,8050,88,67.0,8.2,Active,True,Australia operates 24 F/A-18F and 12 EA-18G Growler EW aircraft. Used in Middle East operations. Being replaced by F-35 but retained for Growler-unique EW role.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/FA-18F_Super_Hornet_VFA-11_2012.jpg/320px-FA-18F_Super_Hornet_VFA-11_2012.jpg,https://en.wikipedia.org/wiki/Boeing_F/A-18E/F_Super_Hornet,1.397,Yes,ADS_055
Iran,F-14A Tomcat (IRIAF),Fighter_Aircraft,Traditional,1976,3.5,2485,3200,16150,1.5,3.0,6577,38,18.0,4.5,Active,True,"Iconic swing-wing fighter, US-supplied in 1970s. Only ~10-20 flyable. Spare parts crisis. AWG-9 radar still impressive; AIM-54 Phoenix missiles. Symbol of Iranian air power.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/US_Navy_040811-N-7559H-007_F-14_Tomcat.jpg/320px-US_Navy_040811-N-7559H-007_F-14_Tomcat.jpg,https://en.wikipedia.org/wiki/Grumman_F-14_Tomcat,0.753,No,ADS_056
Iran,Bavar-373 SAM,SAM_System,Modern,2019,4.5,14400,300,27000,0.0,7.0,0,72,200.0,7.5,Active,False,"Iran's domestic answer to S-300. Phased-array AESA radar, 300km range claimed. Developed after Russia delayed S-300 delivery. Actual performance unverified.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bavar-373_SAM_Iran.jpg/320px-Bavar-373_SAM_Iran.jpg,https://en.wikipedia.org/wiki/Bavar-373,0.633,Yes,ADS_057
Iran,Shahed-136 (Loitering Munition),UAV_Drone,Modern,2021,3.5,185,2500,4000,3.5,2.0,50,60,0.02,6.0,Active,True,"Low-cost kamikaze drone (Geran-2 in Russian use). Delta-wing, turbojet. Supplied 2000+ to Russia for Ukraine. India monitoring proliferation to Pakistan. GPS+inertial.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Shahed-136_drone.jpg/320px-Shahed-136_drone.jpg,https://en.wikipedia.org/wiki/HESA_Shahed_136,0.794,No,ADS_058
Turkey,KAAN (TF-X),Fighter_Aircraft,Modern,2025,5.0,2200,2800,18000,6.5,7.5,6000,65,100.0,8.0,Active,False,"Turkey's indigenously developed 5th-gen fighter. First flew 2023. Twin-engine, internal weapons bay. F110-GE engines (US). Future domestic engine under development.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/KAAN_fighter_jet_Turkey.jpg/320px-KAAN_fighter_jet_Turkey.jpg,https://en.wikipedia.org/wiki/TAI_KAAN,0.568,No,ADS_059
Turkey,Bayraktar AKINCI,UAV_Drone,Modern,2021,5.0,361,1500,12000,3.5,6.5,1350,82,75.0,8.5,Active,True,"Turkey's HALE combat drone. Twin-turboprop, air-to-air missiles (Göktuğ), SOM cruise missile. Phased array radar. Game-changer in drone warfare. Exported to multiple countries.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Bayraktar_Akinci_UCAV.jpg/320px-Bayraktar_Akinci_UCAV.jpg,https://en.wikipedia.org/wiki/Baykar_Akıncı,0.988,Yes,ADS_060
Turkey,F-16 Block 50+ (TurAF),Fighter_Aircraft,Modern,2006,4.5,2120,1600,15240,2.5,7.5,7700,87,62.0,7.8,Active,True,Turkey's primary combat aircraft (245 F-16s). Block 50+ with APG-68 radar. Extensively used over Syria. Upgraded to Block 70 standard. Excluded from F-35 program over S-400 purchase.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/F-16_June_2008.jpg/320px-F-16_June_2008.jpg,https://en.wikipedia.org/wiki/General_Dynamics_F-16_Fighting_Falcon,1.083,Yes,ADS_061
Saudi Arabia,F-15SA Eagle,Fighter_Aircraft,Modern,2016,4.5,3017,3900,20000,3.0,8.5,13381,88,87.0,8.5,Active,True,"Most advanced F-15 variant when delivered. AN/APG-63(V)3 AESA, DEWS EW suite, dual-seat. 84 on order. Used in Yemen strikes. Technically superior to most regional opponents.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/F-15EX_first_flight.jpg/320px-F-15EX_first_flight.jpg,https://en.wikipedia.org/wiki/McDonnell_Douglas_F-15_Eagle,0.907,Yes,ADS_062
Saudi Arabia,Eurofighter Typhoon (RSAF),Fighter_Aircraft,Modern,2009,4.5,2495,2900,19812,3.5,8.0,9000,82,124.0,8.5,Active,True,"Saudi Arabia's 72 Typhoons (Project Salam). Used in Yemen air campaign. CAPTOR radar, Storm Shadow cruise missiles, Brimstone anti-tank missiles.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Eurofighter_EF-2000_Typhoon_in_flight_%28cropped%29.jpg/320px-Eurofighter_EF-2000_Typhoon_in_flight_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Eurofighter_Typhoon,1.743,Yes,ADS_063
Saudi Arabia,Patriot PAC-3 (RSAF),SAM_System,Modern,2015,5.0,8100,35,24000,0.0,8.5,0,82,4.0,8.0,Active,True,Saudi Arabia operates 15+ Patriot batteries. Tested against Iranian/Houthi ballistic and cruise missiles with mixed results. Major US arms sale controversy.,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Patriot_missile_launch_b.jpg/320px-Patriot_missile_launch_b.jpg,https://en.wikipedia.org/wiki/Patriot_missile_system,1.035,Yes,ADS_064
India,MiG-21 Bison,Fighter_Aircraft,Traditional,1963,2.5,2175,1210,19000,1.0,3.5,2000,52,12.0,3.5,Active,True,India's backbone fighter for decades. Nicknamed 'Flying Coffin' due to high accident rate. 200+ lost in crashes. Being retired.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mig21_2.jpg/320px-Mig21_2.jpg,https://en.wikipedia.org/wiki/Mikoyan-Gurevich_MiG-21,0.369,No,ADS_065
India,SEPECAT Jaguar IS,Fighter_Aircraft,Traditional,1979,3.0,1700,1408,14000,1.5,3.0,4763,60,18.0,4.0,Active,True,"Anglo-French ground attack aircraft. Used in Kargil. Being replaced. IAF upgrades include DARIN-III avionics, Israeli EW.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/SEPECAT_Jaguar.jpg/320px-SEPECAT_Jaguar.jpg,https://en.wikipedia.org/wiki/SEPECAT_Jaguar,0.526,Yes,ADS_066
USA,A-10 Thunderbolt II,Fighter_Aircraft,Traditional,1977,3.0,706,1200,13700,0.5,4.0,7260,78,19.0,5.5,Active,True,"Iconic tank-buster. GAU-8 30mm cannon. 281 in USAF. Survived multiple retirement attempts. Proven in Gulf War, Bosnia, Iraq, Afghanistan.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/A-10_Thunderbolt_II_In-flight-2.jpg/320px-A-10_Thunderbolt_II_In-flight-2.jpg,https://en.wikipedia.org/wiki/Fairchild_Republic_A-10_Thunderbolt_II,0.285,Yes,ADS_067
USA,MIM-23 HAWK SAM,SAM_System,Traditional,1960,2.0,3200,45,11000,0.0,4.0,0,65,8.0,5.0,Reserve,True,"Cold War era SAM still in service with many allies. Replaced by Patriot in US service. Used by Israel, Saudi Arabia, Taiwan, many NATO members.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/HAWK_missile_system.jpg/320px-HAWK_missile_system.jpg,https://en.wikipedia.org/wiki/MIM-23_Hawk,0.681,Yes,ADS_068
Russia,MiG-31BM Foxhound,Fighter_Aircraft,Traditional,1981,3.5,3000,3000,20600,1.5,5.0,9000,72,45.0,6.0,Active,False,World's fastest interceptor. Zaslon phased-array radar. Carries Kh-47M2 Kinzhal hypersonic missile. 105 in VKS. Supersonic at low altitude.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/MiG-31.jpg/320px-MiG-31.jpg,https://en.wikipedia.org/wiki/Mikoyan_MiG-31,0.245,No,ADS_069
Russia,S-300V4 (SA-23),SAM_System,Traditional,1983,3.5,14400,400,27000,0.0,7.0,0,82,300.0,8.0,Active,True,Latest S-300V variant for ballistic and cruise missile defence. 400km range. Used to defend critical Russian assets. Export variant sold to India as S-300PMU-2.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/S-300_system.jpg/320px-S-300_system.jpg,https://en.wikipedia.org/wiki/S-300_missile_system,0.792,Yes,ADS_070
China,J-7G (MiG-21 derivative),Fighter_Aircraft,Traditional,1966,2.5,2175,1350,18500,0.5,2.5,1000,55,6.0,3.0,Reserve,True,China's long-produced MiG-21 clone. Final J-7G variant had pulse-Doppler radar. Widely exported (Pakistan's F-7PG). 150+ still in reserve PLAAF.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Chengdu_J-7.jpg/320px-Chengdu_J-7.jpg,https://en.wikipedia.org/wiki/Chengdu_J-7,0.663,Yes,ADS_071
China,HQ-2 SAM (SA-2 variant),SAM_System,Traditional,1967,2.0,4300,35,27000,0.0,2.0,0,50,5.0,4.0,Reserve,True,China's indigenous SA-2 copy. Improved guidance over Soviet original. Shot down U-2 spy planes. Still held in reserve. Widely exported to North Korea and other states.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/HQ-2_SAM_system.jpg/320px-HQ-2_SAM_system.jpg,https://en.wikipedia.org/wiki/HQ-2,0.319,Yes,ADS_072
Pakistan,F-7PG (J-7 export),Fighter_Aircraft,Traditional,2002,3.0,2175,1350,18000,0.5,3.0,1000,58,8.0,3.5,Active,False,"Chinese-supplied MiG-21 derivative. Grifo-7 radar, HOTAS cockpit. PAF operates 50+. Primarily for air defence. Being replaced by JF-17.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/JF-17_Thunder_PAF.jpg/320px-JF-17_Thunder_PAF.jpg,https://en.wikipedia.org/wiki/Chengdu_J-7,0.203,No,ADS_073
North Korea,MiG-21 Fishbed (KPAAF),Fighter_Aircraft,Traditional,1965,2.5,2175,1210,19000,0.5,1.5,1000,35,5.0,2.5,Active,False,"KPAAF operates 120+ MiG-21s of various sub-types. Extreme maintenance challenges, likely only fraction are flyable. Pilots severely limited in flight hours due to fuel shortages.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mig21_2.jpg/320px-Mig21_2.jpg,https://en.wikipedia.org/wiki/Mikoyan-Gurevich_MiG-21,0.689,Yes,ADS_074
France,Mirage 2000-C,Fighter_Aircraft,Traditional,1984,3.5,2340,1850,17060,2.0,4.5,6300,72,42.0,5.5,Reserve,True,"Air defence variant of Mirage 2000 family. Replaced by Rafale in French service. 124 built for France. Still in service with India, Egypt, UAE, Greece.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Mirage_2000_img_3924.jpg/320px-Mirage_2000_img_3924.jpg,https://en.wikipedia.org/wiki/Dassault_Mirage_2000,0.624,No,ADS_075
United Kingdom,Panavia Tornado GR4,Fighter_Aircraft,Traditional,1974,3.0,2337,1390,15240,1.5,4.5,9000,65,28.0,5.0,Decommissioned,True,"Retired in 2019. Variable-sweep wing strike aircraft. Used in Gulf War, Bosnia, Kosovo, Afghanistan, Libya, Iraq. Royal Saudi Air Force still operates Tornado.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Tornado_GR4_RAF.jpg/320px-Tornado_GR4_RAF.jpg,https://en.wikipedia.org/wiki/Panavia_Tornado,0.637,No,ADS_076
Israel,F-16I Sufa,Fighter_Aircraft,Traditional,2003,4.0,2120,1600,15240,2.0,6.5,7700,88,45.0,7.0,Active,True,"Israel-specific F-16D with conformal fuel tanks and Israeli systems. 102 in IAF service. Used extensively for long-range strike missions. Carries Python-5, Derby missiles.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/F-16_June_2008.jpg/320px-F-16_June_2008.jpg,https://en.wikipedia.org/wiki/General_Dynamics_F-16_Fighting_Falcon,0.663,Yes,ADS_077
Japan,Mitsubishi F-2,Fighter_Aircraft,Traditional,2000,4.0,2124,2900,18000,2.5,6.0,8085,82,105.0,6.5,Active,False,Japanese F-16 derivative with AESA radar and Japanese systems. 98 in service. Primary anti-ship role with ASM-2. Being supplemented by F-35.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Mitsubishi_F-2.jpg/320px-Mitsubishi_F-2.jpg,https://en.wikipedia.org/wiki/Mitsubishi_F-2,0.244,No,ADS_078
Iran,MiG-29 (IRIAF),Fighter_Aircraft,Traditional,1990,3.5,2445,1430,18000,1.5,3.5,4500,42,22.0,4.5,Active,False,Acquired after Gulf War. Iran operates ~35 MiG-29s. Spare parts crisis limits readiness. Radar upgrade attempted but limited by sanctions. R-73 short-range missiles.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Mikoyan-Gurevich_MiG-29_%28edit1%29.jpg/320px-Mikoyan-Gurevich_MiG-29_%28edit1%29.jpg,https://en.wikipedia.org/wiki/Mikoyan_MiG-29,0.415,Yes,ADS_079
Turkey,F-4E Phantom (TurAF),Fighter_Aircraft,Traditional,1974,2.5,2370,1145,18300,0.5,3.0,8480,50,14.0,3.5,Decommissioned,True,Turkish Phantoms retired in 2018. Underwent Terminator 2020 upgrade with Israeli Elta EL/M-2032 radar. Used for decades in NATO and regional missions.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/F-4_Phantom_II_%28cropped%29.jpg/320px-F-4_Phantom_II_%28cropped%29.jpg,https://en.wikipedia.org/wiki/McDonnell_Douglas_F-4_Phantom_II,0.27,No,ADS_080
Saudi Arabia,Tornado IDS (RSAF),Fighter_Aircraft,Traditional,1986,3.0,2337,1390,15240,1.0,4.0,9000,60,28.0,5.0,Active,True,RSAF operates 80+ Tornados. Extensively used in Yemen air campaign. Al Yamamah deal controversy. Being phased out in favour of Typhoon/F-15SA.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Tornado_GR4_RAF.jpg/320px-Tornado_GR4_RAF.jpg,https://en.wikipedia.org/wiki/Panavia_Tornado,0.718,No,ADS_081
Australia,F/A-18A Classic Hornet,Fighter_Aircraft,Traditional,1985,3.5,1915,1065,15240,1.5,5.0,7031,75,30.0,5.5,Decommissioned,True,"RAAF's primary fighter for 30+ years. Retired in 2021 when F-35A entered service. Used in Gulf War, East Timor operations. Highly regarded by pilots.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/F-18_Hornet_DoD.jpg/320px-F-18_Hornet_DoD.jpg,https://en.wikipedia.org/wiki/McDonnell_Douglas_F/A-18_Hornet,0.574,Yes,ADS_082
